pais,abreviatura,posicion,nombre_completo,nombres,apellidos,nombre_camiseta,idioma
Sweden,SWE,DF,GUDMUNDSSON Gabriel,Gabriel Johan,GUDMUNDSSON,GUDMUNDSSON,ES
Sweden,SWE,DF,JOHANSSON Herman,Herman Nils,JOHANSSON,H. JOHANSSON,ES
Sweden,SWE,MC,BERGVALL Lucas,Lucas Erik Holger,BERGVALL,BERGVALL,ES
Sweden,SWE,DF,SVENSSON Daniel,Daniel Jonathan,SVENSSON,SVENSSON,ES
Sweden,SWE,DC,ISAK Alexander,Alexander,ISAK,ISAK,ES
Sweden,SWE,MC,NYGREN Benjamin,Erik Benjamin,NYGREN,NYGREN,ES
Sweden,SWE,DC,ELANGA Anthony,Anthony David Junior,ELANGA,ELANGA,ES
Sweden,SWE,PO,JOHANSSON Viktor,Tobias Viktor,JOHANSSON,V. JOHANSSON,ES
Sweden,SWE,MC,SEMA Ken,Ken,SEMA,SEMA,ES
Sweden,SWE,DF,EKDAL Hjalmar,Hjalmar,EKDAL,EKDAL,ES
Sweden,SWE,DF,STARFELT Carl,Carl Anders Theodor,STARFELT,STARFELT,ES
Sweden,SWE,MC,KARLSTROM Jesper,Jesper Kewe,KARLSTRÖM,KARLSTRÖM,ES
Sweden,SWE,DC,GYOKERES Viktor,Viktor Einar,GYÖKERES,GYÖKERES,ES
Sweden,SWE,MC,AYARI Yasin,Yasin,AYARI,AYARI,ES
Sweden,SWE,MC,SVANBERG Mattias,Mattias Olof,SVANBERG,SVANBERG,ES
Sweden,SWE,DF,SMITH Eric,Eric Anders,SMITH,SMITH,ES
Sweden,SWE,DF,BERNHARDSSON Alexander,Alexander Olof,BERNHARDSSON,BERNHARDSSON,ES
Sweden,SWE,MC,ZENELI Besfort,Besfort,ZENELI,ZENELI,ES
Sweden,SWE,PO,NORDFELDT Kristoffer,Bo Kristoffer,NORDFELDT,NORDFELDT,ES
Sweden,SWE,DF,STROUD Elliot,Elliot Karl,STROUD,STROUD,ES
Sweden,SWE,DC,NILSSON Gustaf,Håkan Gustaf,NILSSON,NILSSON,ES
Sweden,SWE,DC,ALI Taha,Taha Abdi,ALI,ALI,ES
Switzerland,SUI,PO,KOBEL Gregor,Gregor,KOBEL,KOBEL,ES
Switzerland,SUI,DF,MUHEIM Miro,Miro Max Maria,MUHEIM,MUHEIM,ES
Switzerland,SUI,DF,WIDMER Silvan,Silvan Dominic,WIDMER,WIDMER,ES
Switzerland,SUI,DF,ELVEDI Nico,Nico,ELVEDI,ELVEDI,ES
Switzerland,SUI,DF,AKANJI Manuel,Manuel Obafemi,AKANJI,AKANJI,ES
Switzerland,SUI,MC,ZAKARIA Denis,Denis Lemi,ZAKARIA LAKO LADO,ZAKARIA,ES
Switzerland,SUI,DC,EMBOLO Breel,Breel Donald,EMBOLO,EMBOLO,ES
Switzerland,SUI,MC,FREULER Remo,Remo Marco,FREULER,FREULER,ES
Switzerland,SUI,MC,MANZAMBI Johan,Johan Kula,MANZAMBI,MANZAMBI,ES
Switzerland,SUI,MC,XHAKA Granit,Granit,XHAKA,XHAKA,ES
Switzerland,SUI,DC,NDOYE Dan,Dan,NDOYE,NDOYE,ES
Switzerland,SUI,PO,MVOGO Yvon,Yvon Landry,MVOGO NGANOMA,MVOGO,ES
Switzerland,SUI,DF,RODRIGUEZ Ricardo,Ricardo Ivan,RODRIGUEZ ARAYA,RODRIGUEZ,ES
Switzerland,SUI,MC,JASHARI Ardon,Ardon,JASHARI,JASHARI,ES
Switzerland,SUI,MC,SOW Djibril,Mohameth Djibril Ibrahima,SOW,SOW,ES
Switzerland,SUI,DC,FASSNACHT Christian,Christian Andreas,FASSNACHT,FASSNACHT,ES
Switzerland,SUI,DC,VARGAS Ruben,Ruben Estephan,VARGAS MARTINEZ,VARGAS,ES
Switzerland,SUI,DF,COEMERT Eray,Eray Ervin,CÖMERT,CÖMERT,ES
Switzerland,SUI,DC,OKAFOR Noah,Noah Arinzechukwu,OKAFOR,OKAFOR,ES
Switzerland,SUI,MC,AEBISCHER Michel,Michel,AEBISCHER,AEBISCHER,ES
Switzerland,SUI,PO,KELLER Marvin,Marvin,KELLER,KELLER,ES
Switzerland,SUI,MC,RIEDER Fabian,Fabian,RIEDER,RIEDER,ES
Switzerland,SUI,DC,AMDOUNI Zeki,Mohamed Zeki,AMDOUNI,AMDOUNI,ES
Switzerland,SUI,DF,AMENDA Aurele,Aurèle Florian,AMENDA,AMENDA,ES
Switzerland,SUI,DF,JAQUEZ Luca,Luca Antony,JAQUEZ,JAQUEZ,ES
Switzerland,SUI,DC,ITTEN Cedric,Cedric Jan,ITTEN,ITTEN,ES
Tunisia,TUN,PO,CHAMAKH Mouhib,Abdelmouhib,CHAMAKH,CHAMAKH,ES
Tunisia,TUN,DF,ABDI Ali,Ali,ELABDI,ABDI,ES
Tunisia,TUN,DF,TALBI Montassar,Montassar Omar,TALBI,TALBI,ES
Tunisia,TUN,DF,REKIK Omar,Omar,REKIK,REKIK,ES
Tunisia,TUN,DF,AROUS Adam,Adam,AROUS,AROUS,ES
Tunisia,TUN,DF,BRONN Dylan,Dylan Daniel Mahmoud,BRONN,BRONN,ES
Tunisia,TUN,DC,ACHOURI Elias,Mohamed Elyes,ACHOURI,ACHOURI,ES
Tunisia,TUN,DC,SAAD Elias,Elias,SAAD,SAAD,ES
Tunisia,TUN,DC,MASTOURI Hazem,Hazem,MASTOURI,MASTOURI,ES
Tunisia,TUN,MC,MEJBRI Hannibal,Hannibal,MEJBRI,HANNIBAL,ES
Tunisia,TUN,MC,GHARBI Ismael,Ismael Seifallah,GHARBI,GHARBI,ES
Tunisia,TUN,DF,BEN OUANES Mortadha,Ahmed Mortadha,BEN OUANES,BEN OUANES,ES
Tunisia,TUN,MC,KHEDIRA Rani,Rani,KHEDIRA,KHEDIRA,ES
Tunisia,TUN,MC,AYARI Khalil,Khalil,AYARI,AYARI,ES
Tunisia,TUN,MC,HADJ MAHMOUD Mohamed,Mohamed,BELHADJ MAHMOUD,HADJ MAHMOUD,ES
Tunisia,TUN,PO,DAHMEN Aymen,Aymen,DAHMEN,DAHMEN,ES
Tunisia,TUN,MC,SKHIRI Ellyes,Ellyes Joris,SKHIRI,SKHIRI,ES
Tunisia,TUN,DC,ELLOUMI Rayan,Rayan,ELLOUMI,ELLOUMI,ES
Tunisia,TUN,DC,CHAOUAT Firas,Firas,CHAOUAT,CHAOUAT,ES
Tunisia,TUN,DF,VALERY Yan,Yan,VALERY,VALERY,ES
Tunisia,TUN,DF,BEN HMIDA Mohamed Amine,Mohamed Amine,BEN HMIDA,BEN HMIDA,ES
Tunisia,TUN,PO,BEN HESSEN Sabri,Sabri,BEN HSAN,BEN HESSEN,ES
Tunisia,TUN,DF,NEFFATI Moutaz,Moutaz,NEFFATI,NEFFATI,ES
Tunisia,TUN,DF,CHIKHAOUI Raed,Raed,CHIKHAOUI,CHIKHAOUI,ES
Tunisia,TUN,MC,SLIMANE Anis,Anis,BEN SLIMANE,SLIMANE,ES
Tunisia,TUN,MC,TOUNEKTI Sebastian,Sebastian,TOUNEKTI,TOUNEKTI,ES
Türkiye,TUR,PO,GUNOK Mert,Fehmi Mert,GÜNOK,MERT,ES
Türkiye,TUR,DF,CELIK Zeki,Mehmet Zeki,ÇELIK,ZEKİ ÇELİK,ES
Türkiye,TUR,DF,DEMIRAL Merih,Merih,DEMİRAL,DEMİRAL,ES
Türkiye,TUR,DF,SOYUNCU Caglar,Çağlar,SÖYÜNCÜ,ÇAĞLAR,ES
Türkiye,TUR,MC,OZCAN Salih,Salih,ÖZCAN,ÖZCAN,ES
Türkiye,TUR,MC,KOKCU Orkun,Orkun,KÖKÇÜ,ORKUN KÖKÇÜ,ES
Türkiye,TUR,DC,AKTURKOGLU Kerem,Muhammed Kerem,AKTÜRKOĞLU,AKTÜRKOĞLU,ES
Türkiye,TUR,DC,GULER Arda,Arda,GÜLER,ARDA GÜLER,ES
Türkiye,TUR,DC,GUL Deniz,Deniz Daniel,GÜL,DENİZ GÜL,ES
Türkiye,TUR,MC,CALHANOGLU Hakan,Hakan,ÇALHANOĞLU,ÇALHANOĞLU,ES
Türkiye,TUR,DC,YILDIZ Kenan,Kenan,YILDIZ,YILDIZ,ES
Türkiye,TUR,PO,BAYINDIR Altay,Altay,BAYINDIR,ALTAY,ES
Türkiye,TUR,DF,ELMALI Eren,Evren Eren,ELMALI,EREN ELMALI,ES
Türkiye,TUR,DF,BARDAKCI Abdulkerim,Abdülkerİm,BARDAKCI,ABDÜLKERİM,ES
Türkiye,TUR,DF,KABAK Ozan,Ozan Muhammed,KABAK,OZAN KABAK,ES
Türkiye,TUR,MC,YUKSEK Ismail,İsmaİl,YÜKSEK,İSMAİL,ES
Türkiye,TUR,DC,KAHVECI Irfan Can,İrfan,KAHVECİ,KAHVECİ,ES
Türkiye,TUR,DF,MULDUR Mert,Mert,MÜLDÜR,MERT MÜLDÜR,ES
Türkiye,TUR,DC,AKGUN Yunus,Yunus,AKGÜN,YUNUS,ES
Türkiye,TUR,DF,KADIOGLU Ferdi,Ferdi Erenay,KADIOĞLU,F. KADIOĞLU,ES
Türkiye,TUR,DC,YILMAZ Baris Alper,Barış Alper,YILMAZ,BARIŞ,ES
Türkiye,TUR,MC,AYHAN Kaan,Kaan,AYHAN,KAAN,ES
Türkiye,TUR,PO,CAKIR Ugurcan,Uğurcan,ÇAKIR,UĞURCAN,ES
Türkiye,TUR,DC,AYDIN Oguz,Oğuz,AYDIN,OĞUZ,ES
Türkiye,TUR,DF,AKAYDIN Samet,Samet,AKAYDIN,SAMET AKAYDIN,ES
Türkiye,TUR,DC,UZUN Can,Can Yılmaz,UZUN,CAN UZUN,ES
Uruguay,URU,PO,ROCHET Sergio,Sergio Ramón,ROCHET ALVAREZ,S. ROCHET,ES
Uruguay,URU,DF,GIMENEZ Jose Maria,José María,GIMÉNEZ DE VARGAS,J.M. GIMÉNEZ,ES
Uruguay,URU,DF,CACERES Sebastian,Sebastián Enzo,CÁCERES RAMOS,S. CACERES,ES
Uruguay,URU,DF,ARAUJO Ronald,Ronald Federico,ARAÚJO DA SILVA,R. ARAUJO,ES
Uruguay,URU,MC,UGARTE Manuel,Manuel,UGARTE RIBEIRO,M. UGARTE,ES
Uruguay,URU,MC,BENTANCUR Rodrigo,Rodrigo,BENTANCUR COLMÁN,R. BENTANCUR,ES
Uruguay,URU,MC,DE LA CRUZ Nicolas,Diego Nicolás,DE LA CRUZ ARCOSA,N. DE LA CRUZ,ES
Uruguay,URU,MC,VALVERDE Federico,Federico Santiago,VALVERDE DIPETTA,F. VALVERDE,ES
Uruguay,URU,DC,NUNEZ Darwin,Darwin Gabriel,NUÑEZ RIBEIRO,D. NUÑEZ,ES
Uruguay,URU,MC,DE ARRASCAETA Giorgian,Giorgian Daniel,DE ARRASCAETA BENEDETTI,G. DE ARRASCAETA,ES
Uruguay,URU,DC,PELLISTRI Facundo,Facundo,PELLISTRI REBOLLO,F. PELLISTRI,ES
Uruguay,URU,PO,MELE Santiago,Santiago Andres,MELE CASTAÑERO,S. MELE,ES
Uruguay,URU,DF,VARELA Guillermo,Guillermo,VARELA OLIVERA,G. VARELA,ES
Uruguay,URU,MC,CANOBBIO Agustin,Agustin,CANOBBIO,A. CANOBBIO,ES
Uruguay,URU,MC,MARTINEZ Emiliano,Emiliano,MARTÍNEZ TORANZA,E. MARTINEZ,ES
Uruguay,URU,DF,OLIVERA Mathias,Mathías,OLIVERA MIRAMONTES,M. OLIVERA,ES
Uruguay,URU,DF,VINA Matias,Matías Nicolas,VIÑA SUSPERREGUY,M. VIÑA,ES
Uruguay,URU,DC,RODRIGUEZ Brian,Paul Brian,RODRÍGUEZ BRAVO,B. RODRIGUEZ,ES
Uruguay,URU,DC,AGUIRRE Rodrigo,Rodrigo Sebastian,AGUIRRE SOTO,R. AGUIRRE,ES
Uruguay,URU,MC,ARAUJO Maxi,Maximiliano Javier,ARAÚJO VILCHES,M. ARAUJO,ES
Uruguay,URU,DC,VINAS Federico,Federico Sebastian,VIÑAS BARBOZA,F. VIÑAS,ES
Uruguay,URU,MC,PIQUEREZ Joaquin,Joaquin,PIQUEREZ MOREIRA,J. PIQUEREZ,ES
Uruguay,URU,PO,MUSLERA Fernando,Nestor Fernando,MUSLERA MICOL,F. MUSLERA,ES
Uruguay,URU,DF,BUENO Santiago,Santiago Ignacio,BUENO SCIUTTO,S. BUENO,ES
Uruguay,URU,MC,SANABRIA Juan Manuel,Juan Manuel,SANABRIA MAGOLÉ,J.M. SANABRIA,ES
Uruguay,URU,MC,ZALAZAR Rodrigo,Radrigo,ZALAZAR MARTINEZ,R. ZALAZAR,ES
USA,USA,PO,TURNER Matt,Matthew Charles,TURNER,TURNER,ES
USA,USA,DF,DEST Sergino,Sergiño Gianni,DEST,DEST,ES
USA,USA,DF,RICHARDS Chris,Christopher Jeffrey,RICHARDS,RICHARDS,ES
USA,USA,MC,ADAMS Tyler,Tyler Shaan,ADAMS,ADAMS,ES
USA,USA,DF,ROBINSON Antonee,Antonee,ROBINSON,A. ROBINSON,ES
USA,USA,DF,TRUSTY Auston,Auston Levi-Jesaiah,TRUSTY,TRUSTY,ES
USA,USA,MC,REYNA Giovanni,Giovanni Alejandro,REYNA,REYNA,ES
USA,USA,MC,McKENNIE Weston,Weston James Earl,MC KENNIE,MCKENNIE,ES
USA,USA,DC,PEPI Ricardo,Ricardo Daniel,PEPI,PEPI,ES
USA,USA,DC,PULISIC Christian,Christian Mate,PULISIC,PULISIC,ES
USA,USA,DC,AARONSON Brenden,Brenden Russell,AARONSON,AARONSON,ES
USA,USA,DF,ROBINSON Miles,Miles Gordon,ROBINSON,M. ROBINSON,ES
USA,USA,DF,REAM Tim,Timothy Michael,REAM,REAM,ES
USA,USA,MC,BERHALTER Sebastian,Sebastian Matthew,BERHALTER,BERHALTER,ES
USA,USA,MC,ROLDAN Cristian,Cristian,ROLDAN,ROLDAN,ES
USA,USA,DF,FREEMAN Alex,Alexander Michael,FREEMAN,FREEMAN,ES
USA,USA,MC,TILLMAN Malik,Malik Leon,TILLMAN,TILLMAN,ES
USA,USA,DF,ARFSTEN Max,Maximilian Michael,ARFSTEN,ARFSTEN,ES
USA,USA,DC,WRIGHT Haji,Haji Amir,WRIGHT,WRIGHT,ES
USA,USA,DC,BALOGUN Folarin,Folarin Jolaoluwa,BALOGUN,BALOGUN,ES
USA,USA,DC,WEAH Timothy,Timothy Tarpeh,WEAH,WEAH,ES
USA,USA,DF,McKENZIE Mark,Mark Alexander,MCKENZIE,MCKENZIE,ES
USA,USA,DF,SCALLY Joe,Joseph Michael,SCALLY,SCALLY,ES
USA,USA,PO,FREESE Matt,Matthew Andrew Geary,FREESE,FREESE,ES
USA,USA,PO,BRADY Chris,Christopher Keith,BRADY,BRADY,ES
USA,USA,DC,ZENDEJAS Alex,Alejandro,ZENDEJAS SAAVEDRA,ZENDEJAS,ES
Uzbekistan,UZB,PO,YUSUPOV Utkir,Utkir,YUSUPOV,YUSUPOV,ES
Uzbekistan,UZB,DF,KHUSANOV Abdukodir,Abdukodir,KHUSANOV,KHUSANOV,ES
Uzbekistan,UZB,DF,ALIJONOV Khojiakbar,Khojiakbar,ALIJONOV,ALIJONOV,ES
Uzbekistan,UZB,DF,SAYFIEV Farrukh,Farrukh,SAYFIEV,SAYFIEV,ES
Uzbekistan,UZB,DF,ASHURMATOV Rustam,Rustamjon,ASHURMATOV,ASHURMATOV,ES
Uzbekistan,UZB,MC,MOZGOVOY Akmal,Akmal,MOZGOVOY,MOZGOVOY,ES
Uzbekistan,UZB,MC,SHUKUROV Otabek,Otabek,SHUKUROV,SHUKUROV,ES
Uzbekistan,UZB,MC,ISKANDEROV Jamshid,Jamshid,ISKANDEROV,ISKANDEROV,ES
Uzbekistan,UZB,MC,XAMROBEKOV Odiljon,Odiljon,XAMROBEKOV,XAMROBEKOV,ES
Uzbekistan,UZB,MC,JIYANOV Ruslanbek,Ruslanbek,JIYANOV,JIYANOV,ES
Uzbekistan,UZB,MC,URUNOV Oston,Oston,URUNOV,URUNOV,ES
Uzbekistan,UZB,PO,NEMATOV Abduvohid,Abduvakhid,NEMATOV,NEMATOV,ES
Uzbekistan,UZB,DF,NASRULLAEV Sherzod,Sherzod,NASRULLAEV,NASRULLAEV,ES
Uzbekistan,UZB,DC,SHOMURODOV Eldor,Eldor,SHOMURODOV,SHOMURODOV,ES
Uzbekistan,UZB,DF,ESHMURODOV Umar,Umarbek,ESHMURODOV,ESHMURODOV,ES
Uzbekistan,UZB,PO,ERGASHEV Botirali,Botirali,ERGASHEV,ERGASHEV,ES
Uzbekistan,UZB,MC,KHAMDAMOV Dostonbek,Dostonbek,KHAMDAMOV,KHAMDAMOV,ES
Uzbekistan,UZB,DF,ABDULLAEV Abdulla,Abdulla,ABDULLAEV,ABDULLAEV,ES
Uzbekistan,UZB,MC,GANIEV Azizjon,Azizjon,GANIEV,GANIEV,ES
Uzbekistan,UZB,DC,AMONOV Azizbek,Azizbek,AMONOV,AMONOV,ES
Uzbekistan,UZB,DC,SERGEEV Igor,Igor,SERGEEV,SERGEEV,ES
Uzbekistan,UZB,MC,FAYZULLAEV Abbosbek,Abbosbek,FAYZULLAEV,FAYZULLAEV,ES
Uzbekistan,UZB,MC,ESANOV Sherzod,Sherzod,ESANOV,ESANOV,ES
Uzbekistan,UZB,DF,KARIMOV Behruzjon,Behruzjon,KARIMOV,KARIMOV,ES
Uzbekistan,UZB,DF,ULMASALIYEV Avazbek,Avazbek,ULMASALIYEV,ULMASALIYEV,ES
Uzbekistan,UZB,DF,UROZOV Jakhongir,Jakhongir,UROZOV,UROZOV,ES
